746,0,67,3209,26,1,0,6,121813,2050,10,89,3
746,0,67,3209,26,1,0,6,121813,1021,4,94,3
746,0,67,3209,26,1,0,6,121813,2082,7,20,4
746,0,67,3209,26,1,0,6,121813,8844,12,9,3
1000,0,34,6490,0,1,1,25,60760,9420,12,50,2
1000,0,34,6490,0,1,1,25,60760,668,4,8,8
1000,0,34,6490,0,1,1,25,60760,2348,10,43,9
1000,0,34,6490,0,1,1,25,60760,856,8,20,1
2741,1,22,7823,22,1,0,17,31918,499,10,12,3
2741,1,22,7823,22,1,0,17,31918,6164,5,1,3
2741,1,22,7823,22,1,0,17,31918,3172,11,12,6
2741,1,22,7823,22,1,0,17,31918,9785,10,11,4
10335,1,83,4823,25,0,0,21,524564,321,10,32,7
10335,1,83,4823,25,0,0,21,524564,4327,11,9,2
10335,1,83,4823,25,0,0,21,524564,2349,2,75,3
10335,1,83,4823,25,0,0,21,524564,3781,9,4,5
26392,0,41,2697,5,1,1,30,523723,3912,11,77,2
26392,0,41,2697,5,1,1,30,523723,5045,10,54,7
26392,0,41,2697,5,1,1,30,523723,7367,11,19,5
26392,0,41,2697,5,1,1,30,523723,4180,12,41,1
27527,1,30,9774,0,1,1,16,263266,6479,11,19,2
27527,1,30,9774,0,1,1,16,263266,2460,8,65,9
27527,1,30,9774,0,1,1,16,263266,659,12,14,8
27527,1,30,9774,0,1,1,16,263266,3768,5,18,10
32944,1,54,7571,10,1,0,19,509281,2636,4,96,7
32944,1,54,7571,10,1,0,19,509281,7513,8,6,10
32944,1,54,7571,10,1,0,19,509281,6310,1,5,8
32944,1,54,7571,10,1,0,19,509281,8418,1,37,5
33020,0,84,3446,30,0,0,17,50854,7844,2,89,5
33020,0,84,3446,30,0,0,17,50854,3308,8,50,9
33020,0,84,3446,30,0,0,17,50854,2659,4,76,5
33020,0,84,3446,30,0,0,17,50854,4805,11,59,1
45116,1,74,9783,0,0,0,26,460695,3078,5,3,4
45116,1,74,9783,0,0,0,26,460695,8868,0,14,4
45116,1,74,9783,0,0,0,26,460695,7173,4,82,1
45116,1,74,9783,0,0,0,26,460695,8586,2,47,7
45498,0,73,6868,10,0,0,6,420852,9549,9,24,9
45498,0,73,6868,10,0,0,6,420852,1026,2,55,10
45498,0,73,6868,10,0,0,6,420852,739,9,34,7
45498,0,73,6868,10,0,0,6,420852,3179,3,68,4
49328,1,52,8709,18,0,1,26,406027,1817,11,14,8
49328,1,52,8709,18,0,1,26,406027,9306,4,79,3
49328,1,52,8709,18,0,1,26,406027,6994,1,38,6
49328,1,52,8709,18,0,1,26,406027,5708,0,87,4
54014,0,77,4076,30,0,0,24,447340,1815,1,27,2
54014,0,77,4076,30,0,0,24,447340,5451,1,28,4
54014,0,77,4076,30,0,0,24,447340,8494,2,53,3
54014,0,77,4076,30,0,0,24,447340,4641,2,87,7
55287,0,77,4474,13,0,1,21,570524,4981,7,92,8
55287,0,77,4474,13,0,1,21,570524,5274,6,1,2
55287,0,77,4474,13,0,1,21,570524,7045,10,96,6
55287,0,77,4474,13,0,1,21,570524,3871,2,100,10
58497,1,64,3854,4,1,0,5,321126,2782,2,23,10
58497,1,64,3854,4,1,0,5,321126,6245,6,47,5
58497,1,64,3854,4,1,0,5,321126,8870,5,93,10
58497,1,64,3854,4,1,0,5,321126,4014,7,1,6
59248,1,51,3584,1,0,0,9,82730,7534,11,65,7
59248,1,51,3584,1,0,0,9,82730,4877,9,60,5
59248,1,51,3584,1,0,0,9,82730,212,11,37,8
59248,1,51,3584,1,0,0,9,82730,5136,6,50,2
